timestamp,video_id,confidence,threshold,is_abnormal
2026-03-12T21:54:31.972563,cam1,0.4246,0.161,True
2026-03-12T21:54:34.545608,cam1,0.4246,0.161,True
2026-03-12T21:54:37.147772,cam1,0.4246,0.161,True
2026-03-12T21:54:39.734728,cam1,0.4246,0.161,True
2026-03-12T21:54:42.300479,cam1,0.4246,0.161,True
2026-03-12T21:54:44.851524,cam1,0.4246,0.161,True
2026-03-12T21:54:47.418029,cam1,0.4246,0.161,True
2026-03-12T21:54:49.968508,cam1,0.4246,0.161,True
2026-03-12T21:54:52.505077,cam1,0.4246,0.161,True
2026-03-12T21:54:55.103749,cam1,0.4246,0.161,True
2026-03-13T02:14:35.205232,cam1,0.7672,0.161,True
2026-03-13T02:14:37.114824,cam1,0.0186,0.161,False
2026-03-13T02:14:39.062107,cam1,0.0384,0.161,False
2026-03-13T02:14:41.025773,cam1,0.0229,0.161,False
2026-03-13T02:14:43.296891,cam1,0.0127,0.161,False
2026-03-13T02:14:45.608788,cam1,0.0045,0.161,False
2026-03-13T02:14:47.888676,cam1,0.0034,0.161,False
2026-03-13T02:14:50.162170,cam1,0.0022,0.161,False
2026-03-13T02:14:52.481715,cam1,0.0016,0.161,False
2026-03-13T02:14:54.757581,cam1,0.0010,0.161,False
2026-03-13T02:14:57.395073,cam1,0.2965,0.161,True
2026-03-13T02:14:59.980906,cam1,0.0045,0.161,False
2026-03-13T02:15:02.508151,cam1,0.1787,0.161,True
2026-03-13T02:15:05.089905,cam1,0.0503,0.161,False
2026-03-13T02:15:07.613894,cam1,0.0022,0.161,False
2026-03-13T02:15:10.240693,cam1,0.0030,0.161,False
2026-03-13T02:15:12.761016,cam1,0.0155,0.161,False
2026-03-13T02:15:15.248619,cam1,0.0042,0.161,False
2026-03-13T02:15:17.801207,cam1,0.0015,0.161,False
2026-03-13T02:15:20.346863,cam1,0.0143,0.161,False
2026-03-13T02:15:23.048137,cam1,0.0046,0.161,False
2026-03-13T02:15:25.529648,cam1,0.0025,0.161,False
2026-03-13T02:15:28.328784,cam1,0.0022,0.161,False
2026-03-13T02:15:31.924978,cam1,0.0022,0.161,False
2026-03-13T02:15:34.990203,cam1,0.2743,0.161,True
2026-03-13T02:15:37.825923,cam1,0.0265,0.161,False
2026-03-13T02:15:40.698861,cam1,0.0016,0.161,False
2026-03-13T02:15:43.394681,cam1,0.0017,0.161,False
2026-03-13T02:15:46.043237,cam1,0.0020,0.161,False
2026-03-13T02:15:48.731888,cam1,0.0019,0.161,False
2026-03-13T02:15:51.072538,cam1,0.0286,0.161,False
2026-03-13T02:15:53.330645,cam1,0.0206,0.161,False
2026-03-13T02:15:55.644963,cam1,0.0018,0.161,False
2026-03-13T02:15:57.951898,cam1,0.0018,0.161,False
2026-03-13T02:16:00.214736,cam1,0.0016,0.161,False
2026-03-13T02:16:02.491593,cam1,0.0023,0.161,False
2026-03-13T02:16:04.767034,cam1,0.0025,0.161,False
2026-03-13T02:16:07.372826,cam1,0.2456,0.161,True
2026-03-13T02:16:10.014245,cam1,0.0007,0.161,False
2026-03-13T02:16:12.566313,cam1,0.0005,0.161,False
2026-03-13T02:16:15.142600,cam1,0.0036,0.161,False
2026-03-13T02:16:17.763073,cam1,0.0005,0.161,False
2026-03-13T02:16:20.334181,cam1,0.0005,0.161,False
2026-03-13T02:16:23.000565,cam1,0.0008,0.161,False
2026-03-13T02:16:25.533435,cam1,0.0276,0.161,False
2026-03-13T02:16:28.210783,cam1,0.0009,0.161,False
2026-03-13T02:16:30.889682,cam1,0.0013,0.161,False
2026-03-13T02:16:33.627729,cam1,0.0015,0.161,False
2026-03-13T02:16:36.346683,cam1,0.0017,0.161,False
2026-03-13T02:16:38.969844,cam1,0.0180,0.161,False
2026-03-13T02:16:41.522904,cam1,0.0020,0.161,False
2026-03-13T02:16:44.048140,cam1,0.0444,0.161,False
2026-03-13T02:16:46.711118,cam1,0.0018,0.161,False
2026-03-13T02:16:49.362505,cam1,0.0018,0.161,False
2026-03-13T02:16:51.886895,cam1,0.0021,0.161,False
2026-03-13T02:16:54.688368,cam1,0.0018,0.161,False
2026-03-13T02:16:57.231309,cam1,0.0198,0.161,False
2026-03-13T02:16:59.737944,cam1,0.6801,0.161,True
2026-03-13T02:17:02.157425,cam1,0.0075,0.161,False
2026-03-13T02:17:04.618958,cam1,0.0043,0.161,False
2026-03-13T02:17:07.169228,cam1,0.0018,0.161,False
2026-03-13T02:17:09.742934,cam1,0.0031,0.161,False
2026-03-13T02:17:12.313091,cam1,0.0052,0.161,False
2026-03-13T02:17:14.854706,cam1,0.0076,0.161,False
2026-03-13T02:17:17.380088,cam1,0.0024,0.161,False
2026-03-13T02:17:19.867244,cam1,0.0013,0.161,False
2026-03-13T02:17:22.440429,cam1,0.9678,0.161,True
2026-03-13T02:17:25.020045,cam1,0.9845,0.161,True
2026-03-13T02:17:27.594851,cam1,0.6694,0.161,True
2026-03-13T02:17:30.114843,cam1,0.9901,0.161,True
2026-03-13T02:17:32.710853,cam1,0.0184,0.161,False
2026-03-13T02:17:35.277662,cam1,0.2072,0.161,True
2026-03-13T02:17:37.892444,cam1,0.0064,0.161,False
2026-03-13T02:17:40.436190,cam1,0.0429,0.161,False
2026-03-13T02:17:43.001827,cam1,0.0185,0.161,False
2026-03-13T02:17:45.524751,cam1,0.0042,0.161,False
2026-03-13T02:17:48.067364,cam1,0.0040,0.161,False
2026-03-13T02:17:50.691403,cam1,0.5572,0.161,True
2026-03-13T02:17:53.217923,cam1,0.7939,0.161,True
2026-03-13T02:17:55.844898,cam1,0.0093,0.161,False
2026-03-13T02:17:58.518364,cam1,0.9846,0.161,True
2026-03-13T02:18:01.050579,cam1,0.5304,0.161,True
2026-03-13T02:18:03.744408,cam1,0.3450,0.161,True
2026-03-13T02:18:06.332792,cam1,0.2953,0.161,True
2026-03-13T02:18:08.865188,cam1,0.3442,0.161,True
2026-03-13T02:18:11.388176,cam1,0.2936,0.161,True
2026-03-13T02:18:13.887788,cam1,0.2935,0.161,True
2026-03-13T02:18:16.393652,cam1,0.2939,0.161,True
2026-03-13T02:18:18.897401,cam1,0.2938,0.161,True
2026-03-13T02:18:21.341385,cam1,0.2937,0.161,True
2026-03-13T02:18:23.835812,cam1,0.2939,0.161,True
2026-03-13T02:18:26.371937,cam1,0.2934,0.161,True
2026-03-13T02:18:28.887617,cam1,0.2937,0.161,True
2026-03-13T02:18:31.403413,cam1,0.2935,0.161,True
2026-03-13T02:18:33.852023,cam1,0.2934,0.161,True
2026-03-13T02:18:36.361925,cam1,0.2316,0.161,True
2026-03-13T02:18:38.947954,cam1,0.2944,0.161,True
2026-03-13T02:18:41.576886,cam1,0.2933,0.161,True
2026-03-13T02:18:44.030435,cam1,0.0052,0.161,False
2026-03-13T02:18:46.534255,cam1,0.6817,0.161,True
2026-03-13T02:18:49.094203,cam1,0.6140,0.161,True
2026-03-13T02:18:51.619335,cam1,0.8311,0.161,True
2026-03-13T02:18:54.163679,cam1,0.9879,0.161,True
2026-03-13T02:18:56.704380,cam1,0.7897,0.161,True
2026-03-13T02:18:59.207740,cam1,0.7665,0.161,True
2026-03-13T02:19:01.765489,cam1,0.4126,0.161,True
2026-03-13T02:19:04.306873,cam1,0.4342,0.161,True
2026-03-13T02:19:06.824719,cam1,0.1233,0.161,False
2026-03-13T02:19:09.342220,cam1,0.6373,0.161,True
2026-03-13T02:19:11.914284,cam1,0.5111,0.161,True
2026-03-13T02:19:14.478005,cam1,0.4895,0.161,True
2026-03-13T02:19:17.086103,cam1,0.7509,0.161,True
2026-03-13T02:19:19.641309,cam1,0.8522,0.161,True
2026-03-13T02:19:22.254898,cam1,0.8439,0.161,True
2026-03-13T02:19:24.820734,cam1,0.8447,0.161,True
2026-03-13T02:19:27.278408,cam1,0.8313,0.161,True
2026-03-13T02:19:29.812845,cam1,0.8072,0.161,True
2026-03-13T02:19:32.282513,cam1,0.8470,0.161,True
2026-03-13T02:19:34.827276,cam1,0.8481,0.161,True
2026-03-13T02:19:37.416356,cam1,0.8409,0.161,True
2026-03-13T02:19:40.065769,cam1,0.8186,0.161,True
2026-03-13T02:19:42.592181,cam1,0.7971,0.161,True
2026-03-13T02:19:45.187742,cam1,0.8442,0.161,True
2026-03-13T02:19:47.709044,cam1,0.6980,0.161,True
2026-03-13T02:19:50.270429,cam1,0.2681,0.161,True
2026-03-13T02:19:52.833963,cam1,0.6413,0.161,True
2026-03-13T02:19:55.349469,cam1,0.0276,0.161,False
2026-03-13T02:19:57.849457,cam1,0.9762,0.161,True
2026-03-13T02:20:00.357709,cam1,0.1666,0.161,True
2026-03-13T02:20:02.875981,cam1,0.1655,0.161,True
2026-03-13T02:20:05.386991,cam1,0.1711,0.161,True
2026-03-13T02:20:07.910478,cam1,0.4021,0.161,True
2026-03-13T02:20:10.477798,cam1,0.2693,0.161,True
2026-03-13T02:20:13.058906,cam1,0.2329,0.161,True
2026-03-13T02:20:15.584316,cam1,0.2175,0.161,True
2026-03-13T02:20:18.160901,cam1,0.2450,0.161,True
2026-03-13T02:20:20.655700,cam1,0.2267,0.161,True
2026-03-13T02:20:23.202665,cam1,0.1251,0.161,False
2026-03-13T02:20:25.765002,cam1,0.1935,0.161,True
2026-03-13T02:20:28.300707,cam1,0.5332,0.161,True
2026-03-13T02:20:30.853591,cam1,0.9647,0.161,True
2026-03-13T02:20:33.340620,cam1,0.1560,0.161,False
2026-03-13T02:20:35.896438,cam1,0.1660,0.161,True
2026-03-13T02:20:38.473881,cam1,0.2462,0.161,True
2026-03-13T02:20:41.031484,cam1,0.2728,0.161,True
2026-03-13T02:20:43.552001,cam1,0.3783,0.161,True
2026-03-13T02:20:46.040506,cam1,0.2618,0.161,True
2026-03-13T02:20:48.541605,cam1,0.0707,0.161,False
2026-03-13T02:20:51.047036,cam1,0.0725,0.161,False
2026-03-13T02:20:53.582415,cam1,0.2881,0.161,True
2026-03-13T02:20:56.116959,cam1,0.2002,0.161,True
2026-03-13T02:20:58.647352,cam1,0.1842,0.161,True
2026-03-13T02:21:01.253061,cam1,0.2028,0.161,True
2026-03-13T02:21:03.787983,cam1,0.1786,0.161,True
2026-03-13T02:21:06.370163,cam1,0.4227,0.161,True
2026-03-13T02:21:08.892711,cam1,0.2340,0.161,True
2026-03-13T02:21:11.443176,cam1,0.1360,0.161,False
2026-03-13T02:21:13.959534,cam1,0.2296,0.161,True
2026-03-13T02:21:16.506081,cam1,0.3415,0.161,True
2026-03-13T02:21:19.037583,cam1,0.5607,0.161,True
2026-03-13T02:21:21.602225,cam1,0.2449,0.161,True
2026-03-13T02:21:24.142808,cam1,0.3729,0.161,True
2026-03-13T02:21:26.690719,cam1,0.8928,0.161,True
2026-03-13T02:21:29.202241,cam1,0.3007,0.161,True
2026-03-13T02:21:31.788203,cam1,0.2990,0.161,True
2026-03-13T02:21:34.244713,cam1,0.3016,0.161,True
2026-03-13T02:21:36.719200,cam1,0.3018,0.161,True
2026-03-13T02:21:39.198957,cam1,0.2704,0.161,True
2026-03-13T02:21:41.741839,cam1,0.9872,0.161,True
2026-03-13T02:21:44.316794,cam1,0.9782,0.161,True
2026-03-13T02:21:46.869285,cam1,0.9704,0.161,True
2026-03-13T02:21:49.386486,cam1,0.0033,0.161,False
2026-03-13T02:21:51.921665,cam1,0.0025,0.161,False
2026-03-13T02:21:54.477968,cam1,0.0063,0.161,False
2026-03-13T02:21:57.045754,cam1,0.0163,0.161,False
2026-03-13T02:21:59.548450,cam1,0.0023,0.161,False
2026-03-13T02:22:02.240014,cam1,0.2559,0.161,True
2026-03-13T02:22:04.792910,cam1,0.0032,0.161,False
2026-03-13T02:22:07.479067,cam1,0.0084,0.161,False
2026-03-13T02:22:10.060349,cam1,0.0066,0.161,False
2026-03-13T02:22:12.624394,cam1,0.0054,0.161,False
2026-03-13T02:22:15.135349,cam1,0.0026,0.161,False
2026-03-13T02:22:17.737101,cam1,0.4176,0.161,True
2026-03-13T02:22:20.347980,cam1,0.9719,0.161,True
2026-03-13T02:22:22.871288,cam1,0.0081,0.161,False
2026-03-13T02:22:25.414256,cam1,0.9897,0.161,True
2026-03-13T02:22:27.935145,cam1,0.9937,0.161,True
2026-03-13T02:22:30.512014,cam1,0.9877,0.161,True
2026-03-13T02:22:33.056608,cam1,0.8385,0.161,True
2026-03-13T02:22:35.608421,cam1,0.9768,0.161,True
2026-03-13T02:22:38.102841,cam1,0.0532,0.161,False
2026-03-13T02:22:40.645255,cam1,0.9264,0.161,True
2026-03-13T02:22:43.148585,cam1,0.4499,0.161,True
2026-03-13T02:22:45.732120,cam1,0.9835,0.161,True
2026-03-13T02:22:47.884137,cam1,0.9807,0.161,True
2026-03-13T02:22:50.132780,cam1,0.9744,0.161,True
2026-03-13T02:22:52.327876,cam1,0.0035,0.161,False
2026-03-13T02:22:54.531202,cam1,0.0005,0.161,False
2026-03-13T02:22:56.486199,cam1,0.0007,0.161,False
2026-03-13T02:22:58.104165,cam1,0.0013,0.161,False
2026-03-13T02:22:59.718706,cam1,0.0028,0.161,False
2026-03-13T02:23:01.334024,cam1,0.0407,0.161,False
2026-03-13T02:23:02.975118,cam1,0.0066,0.161,False
2026-03-13T02:23:04.571031,cam1,0.0005,0.161,False
2026-03-13T02:23:06.138620,cam1,0.0008,0.161,False
2026-03-13T02:23:07.797140,cam1,0.0007,0.161,False
2026-03-13T02:23:09.389632,cam1,0.0007,0.161,False
2026-03-13T02:23:11.001935,cam1,0.0007,0.161,False
2026-03-13T02:23:12.638115,cam1,0.0007,0.161,False
2026-03-13T02:23:14.294607,cam1,0.0007,0.161,False
2026-03-13T02:23:15.906533,cam1,0.0008,0.161,False
2026-03-13T02:23:17.502663,cam1,0.0007,0.161,False
2026-03-13T02:23:19.076273,cam1,0.0007,0.161,False
2026-03-13T02:23:20.730086,cam1,0.0007,0.161,False
2026-03-13T02:23:22.343599,cam1,0.0007,0.161,False
2026-03-13T02:23:23.939117,cam1,0.0007,0.161,False
2026-03-13T02:23:25.591892,cam1,0.0008,0.161,False
2026-03-13T02:23:27.354316,cam1,0.0008,0.161,False
2026-03-13T02:23:28.962591,cam1,0.0007,0.161,False
2026-03-13T02:23:30.601148,cam1,0.0007,0.161,False
2026-03-13T02:23:32.223529,cam1,0.0029,0.161,False
2026-03-13T02:23:33.815634,cam1,0.0045,0.161,False
2026-03-13T02:23:35.462913,cam1,0.0028,0.161,False
2026-03-13T02:23:37.091696,cam1,0.0988,0.161,False
2026-03-13T02:23:38.693307,cam1,0.0034,0.161,False
2026-03-13T02:23:40.299165,cam1,0.0030,0.161,False
2026-03-13T02:23:41.936344,cam1,0.0008,0.161,False
2026-03-13T02:23:43.545351,cam1,0.0006,0.161,False
2026-03-13T02:23:45.195751,cam1,0.0007,0.161,False
2026-03-13T02:23:46.801662,cam1,0.0008,0.161,False
2026-03-13T02:23:48.413054,cam1,0.0017,0.161,False
2026-03-13T02:23:50.043603,cam1,0.0052,0.161,False
2026-03-13T02:23:51.678014,cam1,0.0009,0.161,False
2026-03-13T02:23:53.291915,cam1,0.0008,0.161,False
2026-03-13T02:23:54.912952,cam1,0.0012,0.161,False
2026-03-13T02:23:56.528137,cam1,0.0008,0.161,False
2026-03-13T02:23:58.164375,cam1,0.0030,0.161,False
2026-03-13T02:23:59.941979,cam1,0.0011,0.161,False
2026-03-13T02:24:01.515076,cam1,0.0011,0.161,False
2026-03-13T02:24:03.155578,cam1,0.0010,0.161,False
2026-03-13T02:24:04.739539,cam1,0.0009,0.161,False
2026-03-13T02:24:06.361927,cam1,0.0014,0.161,False
2026-03-13T02:24:07.930325,cam1,0.0011,0.161,False
2026-03-13T02:24:09.536413,cam1,0.0011,0.161,False
2026-03-13T02:24:11.190404,cam1,0.0011,0.161,False
2026-03-13T02:24:12.826911,cam1,0.0040,0.161,False
2026-03-13T02:24:14.489672,cam1,0.0008,0.161,False
2026-03-13T02:24:16.094730,cam1,0.0028,0.161,False
2026-03-13T02:24:17.713927,cam1,0.0014,0.161,False
2026-03-13T02:24:19.331568,cam1,0.0008,0.161,False
2026-03-13T02:24:20.958694,cam1,0.0007,0.161,False
2026-03-13T02:24:22.570736,cam1,0.0007,0.161,False
2026-03-13T02:24:24.216996,cam1,0.0436,0.161,False
2026-03-13T02:24:25.788756,cam1,0.0033,0.161,False
2026-03-13T02:24:27.449693,cam1,0.0104,0.161,False
2026-03-13T02:24:29.083467,cam1,0.0184,0.161,False
2026-03-13T02:24:30.701204,cam1,0.0076,0.161,False
2026-03-13T02:24:32.338709,cam1,0.9900,0.161,True
2026-03-13T02:24:33.964471,cam1,0.0043,0.161,False
2026-03-13T02:24:35.560409,cam1,0.0035,0.161,False
2026-03-13T02:24:37.286071,cam1,0.0036,0.161,False
2026-03-13T02:24:38.874605,cam1,0.0035,0.161,False
2026-03-13T02:24:40.522412,cam1,0.0037,0.161,False
2026-03-13T02:24:42.137627,cam1,0.0036,0.161,False
2026-03-13T02:24:43.881892,cam1,0.0039,0.161,False
2026-03-13T02:24:45.498415,cam1,0.0039,0.161,False
2026-03-13T02:24:47.081529,cam1,0.0041,0.161,False
2026-03-13T02:24:48.699461,cam1,0.9837,0.161,True
2026-03-13T02:24:50.438166,cam1,0.9811,0.161,True
2026-03-13T02:24:52.782485,cam1,0.9576,0.161,True
2026-03-13T02:24:54.571797,cam1,0.0042,0.161,False
2026-03-13T02:24:56.192678,cam1,0.1273,0.161,False
2026-03-13T02:24:57.856722,cam1,0.0689,0.161,False
2026-03-13T02:24:59.493449,cam1,0.0011,0.161,False
2026-03-13T02:25:01.114049,cam1,0.0095,0.161,False
2026-03-13T02:25:02.796638,cam1,0.0011,0.161,False
2026-03-13T02:25:04.419405,cam1,0.0054,0.161,False
2026-03-13T02:25:06.013974,cam1,0.0007,0.161,False
2026-03-13T02:25:07.638068,cam1,0.0005,0.161,False
2026-03-13T02:25:09.379621,cam1,0.0006,0.161,False
2026-03-13T02:25:10.975785,cam1,0.0006,0.161,False
2026-03-13T02:25:12.612681,cam1,0.0006,0.161,False
2026-03-13T02:25:14.229744,cam1,0.0005,0.161,False
2026-03-13T02:25:15.876188,cam1,0.0005,0.161,False
2026-03-13T02:25:17.494338,cam1,0.0006,0.161,False
2026-03-13T02:25:19.139551,cam1,0.0009,0.161,False
2026-03-13T02:25:20.777526,cam1,0.0005,0.161,False
2026-03-13T02:25:22.409538,cam1,0.0006,0.161,False
2026-03-13T02:25:23.886383,cam1,0.0006,0.161,False
2026-03-13T02:25:25.251853,cam1,0.0026,0.161,False
2026-03-13T02:25:26.617871,cam1,0.0008,0.161,False
2026-03-13T02:25:27.982520,cam1,0.0137,0.161,False
2026-03-13T02:25:29.355225,cam1,0.0039,0.161,False
2026-03-13T02:25:30.720719,cam1,0.0031,0.161,False
2026-03-13T02:25:32.096577,cam1,0.0013,0.161,False
2026-03-13T02:25:33.489323,cam1,0.0016,0.161,False
2026-03-13T02:25:34.879243,cam1,0.0006,0.161,False
2026-03-13T02:25:36.257512,cam1,0.0005,0.161,False
2026-03-13T02:25:37.616447,cam1,0.0067,0.161,False
2026-03-13T02:25:38.993787,cam1,0.0033,0.161,False
2026-03-13T02:25:40.380955,cam1,0.0026,0.161,False
2026-03-13T02:25:41.779718,cam1,0.0010,0.161,False
2026-03-13T02:25:43.139057,cam1,0.0005,0.161,False
2026-03-13T02:25:44.520408,cam1,0.0004,0.161,False
2026-03-13T02:25:45.898105,cam1,0.0006,0.161,False
2026-03-13T02:25:47.269615,cam1,0.0016,0.161,False
2026-03-13T02:25:48.633683,cam1,0.0006,0.161,False
2026-03-13T02:25:49.988839,cam1,0.1723,0.161,True
2026-03-13T02:25:51.357630,cam1,0.1784,0.161,True
2026-03-13T02:25:52.732175,cam1,0.0022,0.161,False
2026-03-13T02:25:54.080502,cam1,0.0019,0.161,False
2026-03-13T02:25:55.447993,cam1,0.0056,0.161,False
2026-03-13T02:25:56.826283,cam1,0.0015,0.161,False
2026-03-13T02:25:58.204824,cam1,0.4803,0.161,True
2026-03-13T02:25:59.555051,cam1,0.4676,0.161,True
2026-03-13T02:26:00.932555,cam1,0.0391,0.161,False
2026-03-13T02:26:02.305621,cam1,0.0635,0.161,False
2026-03-13T02:26:03.711184,cam1,0.0068,0.161,False
2026-03-13T02:26:05.080379,cam1,0.0607,0.161,False
2026-03-13T02:26:06.452467,cam1,0.0069,0.161,False
2026-03-13T02:26:07.821885,cam1,0.0006,0.161,False
2026-03-13T02:26:09.227102,cam1,0.0013,0.161,False
2026-03-13T02:26:10.570027,cam1,0.0005,0.161,False
2026-03-13T02:26:11.929428,cam1,0.0017,0.161,False
2026-03-13T02:26:13.315205,cam1,0.0017,0.161,False
2026-03-13T02:26:14.717592,cam1,0.0015,0.161,False
2026-03-13T02:26:16.109088,cam1,0.0038,0.161,False
2026-03-13T02:26:17.463574,cam1,0.0161,0.161,False
2026-03-13T02:26:18.822100,cam1,0.0009,0.161,False
2026-03-13T02:26:20.189275,cam1,0.0070,0.161,False
2026-03-13T02:26:21.576866,cam1,0.0013,0.161,False
2026-03-13T02:26:22.948333,cam1,0.0011,0.161,False
2026-03-13T02:26:24.743796,cam1,0.0017,0.161,False
2026-03-13T02:26:26.641845,cam1,0.0065,0.161,False
2026-03-13T02:26:28.555562,cam1,0.0188,0.161,False
2026-03-13T02:26:30.461323,cam1,0.0006,0.161,False
2026-03-13T02:26:32.415727,cam1,0.0008,0.161,False
2026-03-13T02:26:34.304594,cam1,0.0005,0.161,False
2026-03-13T02:26:36.212796,cam1,0.0005,0.161,False
2026-03-13T02:26:38.116237,cam1,0.0005,0.161,False
2026-03-13T02:26:40.027474,cam1,0.0026,0.161,False
2026-03-13T02:26:41.947524,cam1,0.0005,0.161,False
2026-03-13T02:26:43.886859,cam1,0.0005,0.161,False
2026-03-13T02:26:45.839522,cam1,0.0005,0.161,False
2026-03-13T02:26:47.756286,cam1,0.0005,0.161,False
2026-03-13T02:26:49.656954,cam1,0.0005,0.161,False
2026-03-13T02:26:51.563490,cam1,0.0005,0.161,False
2026-03-13T02:26:53.466486,cam1,0.0008,0.161,False
2026-03-13T02:26:55.363675,cam1,0.0006,0.161,False
2026-03-13T02:26:57.288800,cam1,0.0006,0.161,False
2026-03-13T02:26:59.228283,cam1,0.0009,0.161,False
2026-03-13T02:27:01.155132,cam1,0.0007,0.161,False
2026-03-13T02:27:03.096941,cam1,0.0006,0.161,False
2026-03-13T02:27:05.047449,cam1,0.0009,0.161,False
2026-03-13T02:27:06.952874,cam1,0.0005,0.161,False
2026-03-13T02:27:08.863993,cam1,0.0004,0.161,False
2026-03-13T02:27:10.812514,cam1,0.0004,0.161,False
2026-03-13T02:27:12.706634,cam1,0.0005,0.161,False
2026-03-13T02:27:14.634097,cam1,0.0005,0.161,False
2026-03-13T02:27:16.533051,cam1,0.0011,0.161,False
2026-03-13T02:27:18.451411,cam1,0.0009,0.161,False
2026-03-13T02:27:20.346475,cam1,0.0006,0.161,False
2026-03-13T02:27:22.291524,cam1,0.0007,0.161,False
2026-03-13T02:27:24.239581,cam1,0.0007,0.161,False
2026-03-13T02:27:26.156298,cam1,0.0005,0.161,False
2026-03-13T02:27:28.058771,cam1,0.0012,0.161,False
2026-03-13T02:27:29.959556,cam1,0.0009,0.161,False
2026-03-13T02:27:31.858374,cam1,0.0005,0.161,False
2026-03-13T02:27:33.783005,cam1,0.0007,0.161,False
2026-03-13T02:27:35.739035,cam1,0.0009,0.161,False
2026-03-13T02:27:37.686218,cam1,0.0005,0.161,False
2026-03-13T02:27:39.638161,cam1,0.0005,0.161,False
2026-03-13T02:27:41.584313,cam1,0.0006,0.161,False
2026-03-13T02:27:43.487710,cam1,0.0005,0.161,False
2026-03-13T02:27:45.394043,cam1,0.0005,0.161,False
2026-03-13T02:27:47.322860,cam1,0.0005,0.161,False
2026-03-13T02:27:49.247002,cam1,0.0006,0.161,False
2026-03-13T02:27:51.158431,cam1,0.0007,0.161,False
2026-03-13T02:27:53.073967,cam1,0.0008,0.161,False
2026-03-13T02:27:55.031466,cam1,0.0005,0.161,False
2026-03-13T02:27:56.982319,cam1,0.0005,0.161,False
2026-03-13T02:27:58.919922,cam1,0.0007,0.161,False
2026-03-13T02:28:00.830636,cam1,0.0074,0.161,False
2026-03-13T02:28:02.699593,cam1,0.0021,0.161,False
2026-03-13T02:28:04.558237,cam1,0.0007,0.161,False
2026-03-13T02:28:06.421822,cam1,0.0007,0.161,False
2026-03-13T02:28:08.316268,cam1,0.0011,0.161,False
2026-03-13T02:28:10.222946,cam1,0.0005,0.161,False
2026-03-13T02:28:12.174662,cam1,0.0005,0.161,False
2026-03-13T02:28:14.063967,cam1,0.0015,0.161,False
2026-03-13T02:28:15.992506,cam1,0.0004,0.161,False
2026-03-13T02:28:17.914832,cam1,0.0004,0.161,False
2026-03-13T02:28:19.856308,cam1,0.0005,0.161,False
2026-03-13T02:28:21.819127,cam1,0.0005,0.161,False
2026-03-13T02:28:23.754729,cam1,0.0005,0.161,False
2026-03-13T02:28:25.710175,cam1,0.0006,0.161,False
2026-03-13T02:28:27.621874,cam1,0.1425,0.161,False
2026-03-13T02:28:29.572290,cam1,0.0007,0.161,False
2026-03-13T02:28:31.743189,cam1,0.0005,0.161,False
2026-03-13T02:28:33.631040,cam1,0.0006,0.161,False
2026-03-13T02:28:35.500932,cam1,0.0013,0.161,False
2026-03-13T02:28:37.455589,cam1,0.0007,0.161,False
2026-03-13T02:28:39.368454,cam1,0.0005,0.161,False
2026-03-13T02:28:41.272040,cam1,0.0006,0.161,False
2026-03-13T02:28:43.180258,cam1,0.0006,0.161,False
2026-03-13T02:28:45.088097,cam1,0.0024,0.161,False
2026-03-13T02:28:47.036300,cam1,0.0012,0.161,False
2026-03-13T02:28:48.973338,cam1,0.0007,0.161,False
2026-03-13T02:28:50.888755,cam1,0.0048,0.161,False
2026-03-13T02:28:52.883695,cam1,0.0008,0.161,False
2026-03-13T02:28:54.886819,cam1,0.0007,0.161,False
2026-03-13T02:28:56.905715,cam1,0.0037,0.161,False
2026-03-13T02:28:58.923758,cam1,0.0005,0.161,False
2026-03-13T02:29:00.891460,cam1,0.0005,0.161,False
2026-03-13T02:29:02.840726,cam1,0.0006,0.161,False
2026-03-13T02:29:04.836254,cam1,0.0006,0.161,False
2026-03-13T02:29:06.836002,cam1,0.0010,0.161,False
2026-03-13T02:29:08.798338,cam1,0.0011,0.161,False
2026-03-13T02:29:10.775326,cam1,0.0005,0.161,False
2026-03-13T02:29:12.792849,cam1,0.0008,0.161,False
2026-03-13T02:29:14.750779,cam1,0.0007,0.161,False
2026-03-13T02:29:16.699954,cam1,0.0007,0.161,False
2026-03-13T02:29:18.667616,cam1,0.0005,0.161,False
2026-03-13T02:29:20.643478,cam1,0.0005,0.161,False
2026-03-13T02:29:22.654197,cam1,0.0004,0.161,False
2026-03-13T02:29:24.675333,cam1,0.0797,0.161,False
2026-03-13T02:29:26.709043,cam1,0.0016,0.161,False
2026-03-13T02:29:28.659272,cam1,0.0012,0.161,False
2026-03-13T02:29:30.621078,cam1,0.0004,0.161,False
2026-03-13T02:29:32.617207,cam1,0.0005,0.161,False
2026-03-13T02:29:34.581544,cam1,0.0005,0.161,False
2026-03-13T02:29:36.552813,cam1,0.0007,0.161,False
2026-03-13T02:29:38.534321,cam1,0.0014,0.161,False
2026-03-13T02:29:40.476628,cam1,0.0005,0.161,False
2026-03-13T02:29:42.424690,cam1,0.0008,0.161,False
2026-03-13T02:29:44.454539,cam1,0.0008,0.161,False
2026-03-13T02:29:46.368494,cam1,0.0009,0.161,False
2026-03-13T02:29:48.537795,cam1,0.0009,0.161,False
2026-03-13T02:29:50.833559,cam1,0.9921,0.161,True
2026-03-13T02:29:53.052458,cam1,0.0896,0.161,False
