timestamp,video_id,confidence,threshold,is_abnormal
2026-02-11T23:57:01.959833,cam1,0.385001,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-11T23:57:03.799014,cam1,0.192942,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-11T23:57:05.584183,cam1,0.147682,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-11T23:57:07.534461,cam1,0.039699,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-11T23:57:09.266592,cam1,0.078642,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-11T23:57:11.148959,cam1,0.089995,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-11T23:57:13.026981,cam1,0.066421,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-11T23:57:14.848957,cam1,0.028333,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-11T23:57:16.634294,cam1,0.063224,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-11T23:57:18.519919,cam1,0.433042,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-11T23:57:20.344793,cam1,0.122894,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-11T23:57:22.243270,cam1,0.020476,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-11T23:57:24.043808,cam1,0.083043,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-11T23:57:25.760789,cam1,0.010568,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-11T23:57:27.642467,cam1,0.121422,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-11T23:57:29.509613,cam1,0.091365,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-11T23:57:31.348114,cam1,0.007192,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-11T23:57:33.130269,cam1,0.002606,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-11T23:57:35.037353,cam1,0.003042,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-11T23:57:36.858198,cam1,0.003119,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-11T23:57:38.714437,cam1,0.003151,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-11T23:57:40.425013,cam1,0.003053,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-11T23:57:43.300245,cam1,0.003011,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-11T23:57:46.196628,cam1,0.002248,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-11T23:57:49.133438,cam1,0.002130,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-11T23:57:52.554459,cam1,0.002135,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-11T23:57:55.577923,cam1,0.002073,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-11T23:57:58.654990,cam1,0.002388,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-11T23:58:01.404660,cam1,0.002461,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-11T23:58:04.331957,cam1,0.002104,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:05:15.269578,cam1,0.217306,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:16.519294,cam1,0.234268,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:17.703712,cam1,0.223416,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:18.975212,cam1,0.232935,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:20.250366,cam1,0.243715,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:21.515482,cam1,0.238981,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:22.909131,cam1,0.243952,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:24.297413,cam1,0.229498,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:25.755013,cam1,0.240733,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:27.133719,cam1,0.233025,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:28.459679,cam1,0.244265,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:29.871410,cam1,0.241277,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:31.194678,cam1,0.245741,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:32.659990,cam1,0.245791,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:34.069855,cam1,0.243995,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:35.350991,cam1,0.244942,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:36.700310,cam1,0.234147,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:38.086065,cam1,0.235707,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:39.507283,cam1,0.234452,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:40.847476,cam1,0.251248,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:42.172231,cam1,0.238273,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:43.505827,cam1,0.242822,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:44.855973,cam1,0.252919,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:46.255114,cam1,0.244307,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:47.654163,cam1,0.252001,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:49.080565,cam1,0.235663,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:50.544214,cam1,0.248666,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:51.910697,cam1,0.238073,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:53.243279,cam1,0.250305,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:54.642761,cam1,0.235521,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:56.116086,cam1,0.252433,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:57.401854,cam1,0.239956,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:05:58.708542,cam1,0.250682,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:06:00.048866,cam1,0.241569,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:06:01.322515,cam1,0.239274,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:06:02.580944,cam1,0.246055,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:06:03.847217,cam1,0.233184,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:06:05.124919,cam1,0.247907,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:06:06.387955,cam1,0.236394,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:06:07.641701,cam1,0.245442,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:06:09.034483,cam1,0.251310,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:06:10.261689,cam1,0.241867,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:06:11.568071,cam1,0.231574,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:09:24.735627,cam1,0.044770,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:09:27.767374,cam1,0.062462,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:09:30.666189,cam1,0.062048,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:09:33.541951,cam1,0.064271,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:09:36.450946,cam1,0.060077,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:09:39.308267,cam1,0.054208,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:09:42.285526,cam1,0.063758,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:09:45.423708,cam1,0.065205,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:09:48.616324,cam1,0.071043,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:09:51.231204,cam1,0.107716,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:09:53.148571,cam1,0.107804,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:09:55.080861,cam1,0.142995,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:09:56.905391,cam1,0.108793,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:09:58.742887,cam1,0.041643,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:10:00.456814,cam1,0.153169,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:10:02.352505,cam1,0.187452,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:10:04.186128,cam1,0.084593,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:10:06.007569,cam1,0.014439,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:10:07.713322,cam1,0.033129,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:10:09.635711,cam1,0.095895,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:10:11.684243,cam1,0.060125,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:10:13.538780,cam1,0.179319,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:10:15.369489,cam1,0.014741,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:10:17.180696,cam1,0.102282,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:10:19.055762,cam1,0.155604,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:10:20.899521,cam1,0.041533,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:10:22.735698,cam1,0.162501,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:10:24.553173,cam1,0.010941,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:10:26.475302,cam1,0.008807,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:10:28.409476,cam1,0.006230,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:10:31.735929,cam1,0.006377,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:10:34.799736,cam1,0.006579,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:10:37.833027,cam1,0.006469,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:10:40.752944,cam1,0.006570,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:10:43.884975,cam1,0.006760,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:10:46.987989,cam1,0.006815,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:10:49.892539,cam1,0.006886,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:10:52.749458,cam1,0.006736,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:10:55.567323,cam1,0.006112,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:10:58.642287,cam1,0.117181,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:11:01.961465,cam1,0.195617,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:11:04.839782,cam1,0.089056,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:11:08.013486,cam1,0.137560,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:11:10.926249,cam1,0.133709,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:11:13.803663,cam1,0.176489,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:11:16.637493,cam1,0.180564,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:11:19.548087,cam1,0.188583,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:11:22.454706,cam1,0.226416,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:11:25.354438,cam1,0.209154,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-02-12T00:11:28.213151,cam1,0.089099,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:11:31.185603,cam1,0.105150,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:11:33.951004,cam1,0.118464,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:11:36.810486,cam1,0.049924,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:11:39.710374,cam1,0.054722,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:11:41.942810,cam1,0.067823,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-02-12T00:11:43.810782,cam1,0.091900,0.161,False,abnormal_model.keras,35,128,,alert_end
2026-03-10T21:29:07.052728,cam1,0.214069,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:08.340664,cam1,0.233553,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:09.614495,cam1,0.223812,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:10.899452,cam1,0.218115,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:12.274631,cam1,0.239305,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:13.508885,cam1,0.207520,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:14.803291,cam1,0.209865,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:16.049854,cam1,0.217062,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:17.326617,cam1,0.216771,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:18.599384,cam1,0.203145,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:19.862541,cam1,0.205759,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:21.156659,cam1,0.215875,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:22.513651,cam1,0.216371,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:23.864392,cam1,0.207613,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:25.093953,cam1,0.207652,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:26.373596,cam1,0.209432,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:27.670955,cam1,0.209213,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:28.935654,cam1,0.210265,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:30.212195,cam1,0.204859,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:31.479000,cam1,0.199250,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:32.813541,cam1,0.208011,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:34.086670,cam1,0.213221,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:35.420940,cam1,0.206190,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:36.730011,cam1,0.204937,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:38.115814,cam1,0.204112,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:39.611161,cam1,0.208034,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:41.064629,cam1,0.219301,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:42.641401,cam1,0.215311,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:44.112748,cam1,0.201207,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:45.801476,cam1,0.211539,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:47.168603,cam1,0.220761,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:48.556400,cam1,0.219725,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:49.923877,cam1,0.234088,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:51.273001,cam1,0.230840,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:52.637726,cam1,0.229127,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:54.025582,cam1,0.233534,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:55.403043,cam1,0.219149,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:56.712452,cam1,0.230278,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:58.083390,cam1,0.222869,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:29:59.450409,cam1,0.222897,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:00.858359,cam1,0.224412,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:02.212163,cam1,0.228221,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:03.535459,cam1,0.229421,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:04.965714,cam1,0.225273,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:06.414017,cam1,0.226651,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:07.785380,cam1,0.225732,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:09.105257,cam1,0.221241,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:10.618773,cam1,0.234755,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:11.969672,cam1,0.224735,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:13.361496,cam1,0.233330,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:14.739667,cam1,0.233270,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:16.047786,cam1,0.218973,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:17.454332,cam1,0.222776,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:18.903809,cam1,0.217099,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:20.280732,cam1,0.235126,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:21.657111,cam1,0.227143,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:23.014127,cam1,0.233614,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:24.352693,cam1,0.219564,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:25.711052,cam1,0.229480,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:27.148699,cam1,0.229395,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:28.601271,cam1,0.234080,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:30.045725,cam1,0.236223,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:31.351955,cam1,0.219838,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:32.801070,cam1,0.229386,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:34.114556,cam1,0.231680,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:35.510615,cam1,0.223920,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:36.890557,cam1,0.223913,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:38.191078,cam1,0.234813,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:39.607028,cam1,0.223546,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:40.954194,cam1,0.230089,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:42.336544,cam1,0.230376,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:43.744254,cam1,0.231307,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:45.026643,cam1,0.229777,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:46.406359,cam1,0.228725,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:47.793732,cam1,0.218729,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:49.188691,cam1,0.217287,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:50.546596,cam1,0.233511,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:51.891080,cam1,0.227619,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:53.264378,cam1,0.223462,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:54.641724,cam1,0.223413,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:55.969676,cam1,0.228363,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:57.398089,cam1,0.235302,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:30:58.716843,cam1,0.233411,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:00.107660,cam1,0.227919,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:01.454481,cam1,0.223090,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:02.849572,cam1,0.228715,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:04.283782,cam1,0.235226,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:05.648209,cam1,0.222526,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:06.984340,cam1,0.231652,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:08.396862,cam1,0.236156,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:09.764758,cam1,0.234698,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:11.109020,cam1,0.223176,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:12.510814,cam1,0.216543,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:13.828784,cam1,0.220427,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:15.211049,cam1,0.219279,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:16.607345,cam1,0.229542,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:17.924657,cam1,0.221721,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:19.316648,cam1,0.219466,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:20.670066,cam1,0.230785,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:22.043982,cam1,0.220207,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:23.453751,cam1,0.235477,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:24.797601,cam1,0.217727,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:26.155467,cam1,0.221633,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:27.652366,cam1,0.221384,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:29.033455,cam1,0.234803,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:30.370768,cam1,0.220904,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:31.751787,cam1,0.224371,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:33.069184,cam1,0.231266,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:34.444905,cam1,0.216745,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:35.821412,cam1,0.230144,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:37.259815,cam1,0.225160,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:38.695133,cam1,0.234048,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:40.042691,cam1,0.234494,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:41.366976,cam1,0.224574,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:42.759550,cam1,0.233683,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:44.005371,cam1,0.219397,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:45.415768,cam1,0.216279,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:46.680205,cam1,0.224472,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:31:48.001939,cam1,0.229176,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:32:42.451405,cam1,0.219348,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:32:43.715341,cam1,0.224532,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:32:44.981282,cam1,0.223603,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:32:46.215148,cam1,0.221160,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:32:47.523521,cam1,0.193582,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:32:48.790537,cam1,0.202721,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:32:50.073420,cam1,0.216333,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:32:51.348310,cam1,0.218845,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:32:52.568281,cam1,0.211507,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:32:53.823921,cam1,0.224838,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:32:55.093256,cam1,0.214675,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:32:56.400121,cam1,0.210374,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:32:57.767666,cam1,0.218284,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:32:59.152776,cam1,0.225678,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:33:00.641950,cam1,0.221049,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:33:02.074635,cam1,0.216972,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:33:03.551718,cam1,0.224342,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:33:04.876865,cam1,0.210568,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:33:06.247093,cam1,0.209885,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:33:07.619896,cam1,0.217222,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:33:09.223447,cam1,0.222846,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:33:10.558470,cam1,0.207540,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:33:11.930418,cam1,0.209275,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:33:13.377440,cam1,0.214376,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:33:14.763541,cam1,0.216681,0.161,True,abnormal_model.keras,35,128,,alert_start
2026-03-10T21:33:16.086418,cam1,0.211854,0.161,True,abnormal_model.keras,35,128,,alert_start
